Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1977-78,25,PHO,NBA,SF,2,NA,25,5.7,13.3,0.429,0,0,NA,3.8,3.8,7.6,5.7,1.9,1.9,3.8,9.5,11.4,NA,84,101
Career,NA,,NBA,,2,NA,25,5.7,13.3,0.429,0,0,NA,3.8,3.8,7.6,5.7,1.9,1.9,3.8,9.5,11.4,NA,84,101
