Season,Team,Lg,Salary
1997-98,Sacramento Kings,NBA,"$242,000"
1998-99,Atlanta Hawks,NBA,"$1,000,000"
1999-00,Orlando Magic,NBA,"$1,100,000"
2000-01,Atlanta Hawks,NBA,"$1,200,000"
2002-03,New Jersey Nets,NBA,"$699,935"
2003-04,Indiana Pacers,NBA,"$813,679"
2004-05,Indiana Pacers,NBA,"$2,200,000"
2005-06,Indiana Pacers,NBA,"$2,420,000"
2006-07,Atlanta Hawks,NBA,"$2,640,000"
2007-08,Sacramento Kings,NBA,"$2,860,000"
2008-09,Orlando Magic,NBA,"$1,910,000"
2009-10,Orlando Magic,NBA,"$2,160,000"
Career,(may be incomplete),,"$19,245,614"
