,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1997-98,23,SAC,NBA,46:51,9,19,3,5,9,16,6,6,4,5,5,11,3,2,6,6,22,17.7
1998-99,24,ATL,NBA,42:55,6,12,2,2,6,11,6,8,2,4,4,6,4,2,4,4,17,14.4
1999-00,25,TOT,NBA,33:20,5,11,1,2,5,11,4,4,3,4,5,8,3,1,3,5,12,9.6
1999-00,25,ATL,NBA,28:54,3,8,1,1,3,7,4,4,3,4,5,8,3,1,3,5,8,9.2
1999-00,25,ORL,NBA,33:20,5,11,1,2,5,11,2,4,2,1,3,3,3,1,3,3,12,9.6
2000-01,26,TOT,NBA,21:04,7,10,1,1,7,10,2,2,2,4,4,6,2,1,4,4,16,16.8
2000-01,26,ATL,NBA,21:04,3,6,0,1,3,6,2,2,1,3,4,3,2,1,4,4,7,7.6
2000-01,26,CLE,NBA,20:11,7,10,1,1,7,10,2,2,2,4,4,6,2,1,2,4,16,16.8
2001-02,27,NJN,NBA,26:16,5,10,1,2,5,8,3,7,2,2,4,5,5,1,3,3,13,14.4
2002-03,28,NJN,NBA,33:23,5,11,2,3,5,9,6,7,3,5,6,5,3,1,5,6,16,15.0
2003-04,29,IND,NBA,39:05,8,13,3,6,6,11,6,7,2,4,5,7,4,2,5,5,21,22.4
2004-05,30,IND,NBA,42:29,9,15,3,6,7,13,6,6,2,7,7,16,3,2,5,5,21,22.4
2005-06,31,IND,NBA,44:36,10,18,3,6,9,14,7,8,3,7,10,10,4,2,7,5,27,29.4
2006-07,32,TOT,NBA,44:11,7,12,3,4,6,9,8,9,3,4,5,12,2,1,4,4,19,14.8
2006-07,32,DAL,NBA,24:36,4,7,3,3,4,7,4,4,3,4,5,10,2,1,3,4,11,9.5
2006-07,32,ATL,NBA,44:11,7,12,3,4,6,9,8,9,1,4,4,12,2,1,4,4,19,14.8
2007-08,33,TOT,NBA,45:23,8,14,3,6,7,11,3,4,3,6,7,14,3,2,5,4,19,18.6
2007-08,33,ATL,NBA,45:23,8,14,3,6,7,11,3,4,2,6,7,14,3,2,4,4,19,18.6
2007-08,33,SAC,NBA,37:30,5,11,3,5,3,7,3,4,3,5,6,13,2,1,5,3,13,15.1
2008-09,34,ORL,NBA,37:57,9,11,6,8,3,8,5,6,3,6,8,12,5,2,4,4,25,25.5
2009-10,35,ORL,NBA,27:14,6,11,3,5,5,8,2,2,2,6,6,7,4,1,3,4,17,14.7
Career,,,,46:51,10,19,6,8,9,16,8,9,4,7,10,16,5,2,7,6,27,29.4
3 Seasons,,IND,NBA,44:36,10,18,3,6,9,14,7,8,3,7,10,16,4,2,7,5,27,29.4
5 Seasons,,ATL,NBA,45:23,8,14,3,6,7,11,8,9,3,6,7,14,4,2,4,5,19,18.6
3 Seasons,,ORL,NBA,37:57,9,11,6,8,5,11,5,6,3,6,8,12,5,2,4,4,25,25.5
2 Seasons,,SAC,NBA,46:51,9,19,3,5,9,16,6,6,4,5,6,13,3,2,6,6,22,17.7
2 Seasons,,NJN,NBA,33:23,5,11,2,3,5,9,6,7,3,5,6,5,5,1,5,6,16,15.0
1 Season,,DAL,NBA,24:36,4,7,3,3,4,7,4,4,3,4,5,10,2,1,3,4,11,9.5
1 Season,,CLE,NBA,20:11,7,10,1,1,7,10,2,2,2,4,4,6,2,1,2,4,16,16.8
