Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,23,TOT,NBA,PG,2,0,13,1,3,0.333,1,1,1,0,2,0,0.5,0,0,NA,0,1,1,0,2,0,0,0,3
2013-14,23,MEM,NBA,PG,1,0,4,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2013-14,23,CLE,NBA,PG,1,0,9,1,3,0.333,1,1,1,0,2,0,0.5,0,0,NA,0,1,1,0,2,0,0,0,3
2014-15,24,PHO,NBA,PG,2,0,8,0,3,0,0,1,0,0,2,0,0,0,0,NA,0,2,2,1,0,0,0,2,0
2015-16,25,SAC,NBA,PG,44,9,692,102,224,0.455,50,111,0.45,52,113,0.46,0.567,45,54,0.833,9,51,60,67,22,3,36,41,299
2016-17,26,DAL,NBA,PG,70,42,2029,338,703,0.481,137,322,0.425,201,381,0.528,0.578,85,100,0.85,25,154,179,189,79,7,92,126,898
2018-19,28,POR,NBA,SG,74,2,1399,212,465,0.456,113,251,0.45,99,214,0.463,0.577,44,52,0.846,27,93,120,66,36,12,61,97,581
2019-20,29,DAL,NBA,SG,59,20,1448,266,532,0.5,136,300,0.453,130,232,0.56,0.628,74,88,0.841,26,113,139,119,36,8,60,101,742
Career,NA,,NBA,,251,73,5589,919,1930,0.476,437,986,0.443,482,944,0.511,0.589,248,294,0.844,87,414,501,442,175,30,249,367,2523
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DAL,NBA,,129,62,3477,604,1235,0.489,273,622,0.439,331,613,0.54,0.6,159,188,0.846,51,267,318,308,115,15,152,227,1640
1 season,NA,POR,NBA,,74,2,1399,212,465,0.456,113,251,0.45,99,214,0.463,0.577,44,52,0.846,27,93,120,66,36,12,61,97,581
1 season,NA,SAC,NBA,,44,9,692,102,224,0.455,50,111,0.45,52,113,0.46,0.567,45,54,0.833,9,51,60,67,22,3,36,41,299
1 season,NA,PHO,NBA,,2,0,8,0,3,0,0,1,0,0,2,0,0,0,0,NA,0,2,2,1,0,0,0,2,0
1 season,NA,CLE,NBA,,1,0,9,1,3,0.333,1,1,1,0,2,0,0.5,0,0,NA,0,1,1,0,2,0,0,0,3
1 season,NA,MEM,NBA,,1,0,4,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0
