Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1986-87,22,PHO,NBA,PF,77,14,1104,6.3,13.3,0.476,0,0.1,0,6.3,13.1,0.481,4.6,7.3,0.632,3.7,7.8,11.5,1.5,1,1.4,3.8,7.6,17.2,NA,97,110
1988-89,24,PHO,NBA,PF,2,0,9,0,5.1,0,0,0,NA,0,5.1,0,5.1,10.2,0.5,0,5.1,5.1,0,0,0,0,10.2,5.1,NA,65,110
1989-90,25,CHH,NBA,PF,63,2,941,7.7,14,0.55,0.1,0.1,1,7.6,13.9,0.549,3.9,5.7,0.682,3.9,6.3,10.2,2,1.8,1.6,3.5,7.8,19.4,NA,105,109
1990-91,26,CHH,NBA,PF,72,6,1552,7.7,14.5,0.532,0,0.1,0,7.7,14.5,0.534,5.2,7.9,0.661,4.3,7.7,12.1,1.4,1.5,2.1,3.2,6.7,20.7,NA,108,108
1991-92,27,CHH,NBA,PF,82,71,2223,9,17,0.529,0,0,0,9,16.9,0.531,4.2,6.1,0.688,3.8,8.6,12.3,2.8,1.3,1.5,3,5.8,22.1,NA,110,110
1992-93,28,CHH,NBA,PF,75,5,1475,6.6,12.5,0.529,0,0.1,0,6.6,12.4,0.533,3.3,5.5,0.604,3.5,8,11.5,2.2,1.6,1.8,2.1,7.7,16.5,NA,112,108
1993-94,29,CHH,NBA,PF,77,18,1644,7,13.3,0.524,0,0,NA,7,13.3,0.524,3.8,5.8,0.646,3.1,7.6,10.7,2.8,1.8,1.4,2.4,6.9,17.7,NA,110,107
1994-95,30,CHH,NBA,PF,21,0,409,6,12.9,0.47,0,0.1,0,6,12.7,0.475,4,6.6,0.608,2.7,7,9.7,2.2,0.9,1.9,2.8,8.2,16.1,NA,99,106
1995-96,31,VAN,NBA,PF,25,14,570,8.4,17.6,0.479,0,0,NA,8.4,17.6,0.479,4.3,7.2,0.603,3.2,7.3,10.5,1.3,0.9,1,3.7,6.9,21.2,NA,94,109
Career,NA,,NBA,,494,130,9927,7.5,14.5,0.52,0,0.1,0.083,7.5,14.4,0.521,4.2,6.4,0.649,3.6,7.8,11.4,2.2,1.4,1.6,2.9,6.9,19.2,NA,106,108
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,CHH,NBA,,390,102,8244,7.6,14.5,0.529,0,0.1,0.111,7.6,14.4,0.53,4.1,6.2,0.656,3.7,7.8,11.4,2.3,1.5,1.7,2.8,6.9,19.4,NA,109,108
2 seasons,NA,PHO,NBA,,79,14,1113,6.3,13.2,0.474,0,0.1,0,6.3,13.1,0.479,4.6,7.3,0.63,3.7,7.8,11.5,1.5,1,1.4,3.7,7.6,17.1,NA,97,110
1 season,NA,VAN,NBA,,25,14,570,8.4,17.6,0.479,0,0,NA,8.4,17.6,0.479,4.3,7.2,0.603,3.2,7.3,10.5,1.3,0.9,1,3.7,6.9,21.2,NA,94,109
