,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2009-10,24,MEM,NBA,SF,80,1321,,48%,51%,1%,,-7.8,-9.1,32,29,46,13,90,16,113,23,53
2010-11,25,MEM,NBA,SF,78,1577,,29%,69%,1%,,+2.1,-0.5,22,20,54,8,57,8,154,14,55
2011-12,26,TOT,NBA,SF,35,375,2%,28%,68%,2%,1%,-8.7,-13.0,4,8,6,3,12,1,32,0,16
2011-12,26,MEM,NBA,SF,21,240,,19%,80%,1%,,-3.2,-6.0,2,5,3,1,6,1,20,0,8
2011-12,26,PHI,NBA,SF,14,135,5%,45%,46%,2%,1%,-18.7,-24.5,2,3,3,2,6,0,12,0,8
2012-13,27,IND,NBA,SG,56,693,,69%,31%,,,-3.8,-10.5,22,2,27,3,17,4,102,3,9
Career,,,NBA,,249,3966,,42%,57%,1%,,-3.2,-6.3,80,59,133,27,176,29,401,40,133
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MEM,NBA,,179,3138,,36%,63%,1%,,-2.4,-4.6,56,54,103,22,153,25,287,37,116
1 season,,IND,NBA,,56,693,,69%,31%,,,-3.8,-10.5,22,2,27,3,17,4,102,3,9
1 season,,PHI,NBA,,14,135,5%,45%,46%,2%,1%,-18.7,-24.5,2,3,3,2,6,0,12,0,8
