Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Chink Crossin,,2.1,1.2,0.5
Kevin O'Shea,96.9,2.1,1.2,0.5
John Crotty,92.2,2.1,1,0.3
Eric Snow,90.5,1.9,1.3,0.5
Dell Curry,90.3,2,0.9,0.5
John Salmons,89.6,2.1,1.4,0.6
Joe Hassett,89.4,2,0.9,0.5
Courtney Alexander,88.9,2.2,1.1,0.8
Cory Alexander,88.3,2.2,1.1,0.2
Mickaël Piétrus,88.2,2.1,1.5,0.6
Sedale Threatt,86.9,2.1,1.3,0.1
