Season,Team,Lg,Salary
1994-95,Utah Jazz,NBA,"$150,000"
1995-96,Utah Jazz,NBA,"$1,000,000"
1996-97,Utah Jazz,NBA,"$1,000,000"
1999-00,Miami Heat,NBA,"$250,000"
Career,(may be incomplete),,"$2,400,000"
