Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1973-74,23,NYK,NBA,PF,30,NA,167,33,95,0.347,12,16,0.75,17,37,54,8,3,4,36,78
1974-75,24,NYK,NBA,PF,62,NA,903,154,395,0.39,48,70,0.686,70,251,321,54,16,8,105,356
1975-76,25,NYK,NBA,PF,42,NA,408,76,193,0.394,22,29,0.759,43,105,148,31,16,5,56,174
1976-77,26,TOT,NBA,PF,56,NA,1094,168,464,0.362,64,91,0.703,98,195,293,71,31,5,130,400
1976-77,26,NYK,NBA,PF,22,NA,342,41,110,0.373,22,31,0.71,30,70,100,24,9,1,45,104
1976-77,26,NYN,NBA,PF,34,NA,752,127,354,0.359,42,60,0.7,68,125,193,47,22,4,85,296
Career,NA,,NBA,,190,NA,2572,431,1147,0.376,146,206,0.709,228,588,816,164,66,22,327,1008
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,NYK,NBA,,156,NA,1820,304,793,0.383,104,146,0.712,160,463,623,117,44,18,242,712
1 season,NA,NYN,NBA,,34,NA,752,127,354,0.359,42,60,0.7,68,125,193,47,22,4,85,296
