Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1973-74,23,NYK,NBA,PF,30,167,10.5,0.382,0.168,10.7,23.3,17,7,0.8,1.3,NA,-0.4,0.3,-0.2,-0.045,NA,-5.7,-1.1,-6.7,-0.3
1974-75,24,NYK,NBA,PF,62,903,12.6,0.418,0.177,8,29.5,18.6,8.8,0.8,0.5,NA,-0.7,1.1,0.4,0.024,NA,-2,-1.2,-3.2,-0.3
1975-76,25,NYK,NBA,PF,42,408,14.8,0.423,0.15,10.7,26.9,18.7,11.1,1.8,0.7,NA,-0.2,0.6,0.4,0.045,NA,-1.4,-0.3,-1.7,0
1976-77,26,TOT,NBA,PF,56,1094,10.7,0.397,0.196,8.9,18.8,13.7,9.7,1.3,0.3,NA,-1.5,1.2,-0.4,-0.016,NA,-3.3,-1.4,-4.7,-0.7
1976-77,26,NYK,NBA,PF,22,342,10.1,0.421,0.282,9.4,21,15.3,8.7,1.2,0.2,NA,-0.3,0.4,0.1,0.01,NA,-2.9,-0.7,-3.7,-0.2
1976-77,26,NYN,NBA,PF,34,752,11,0.389,0.169,8.7,17.7,13,10.2,1.4,0.3,NA,-1.2,0.8,-0.4,-0.027,NA,-3.5,-1.6,-5.1,-0.6
Career,NA,,NBA,,190,2572,12,0.407,0.18,9,24.1,16.4,9.4,1.2,0.5,NA,-2.9,3.2,0.3,0.006,NA,-2.7,-1.1,-3.8,-1.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,NYK,NBA,,156,1820,12.4,0.415,0.184,9.1,26.7,17.8,9.1,1.1,0.5,NA,-1.6,2.4,0.7,0.02,NA,-2.4,-0.9,-3.3,-0.7
1 season,NA,NYN,NBA,,34,752,11,0.389,0.169,8.7,17.7,13,10.2,1.4,0.3,NA,-1.2,0.8,-0.4,-0.027,NA,-3.5,-1.6,-5.1,-0.6
