,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1973-74,23,NYK,NBA,,4,10,0,0,,,4,0,,,1,8
1974-75,24,NYK,NBA,,3,5,2,2,,,3,2,,,1,8
Career,,,,,4,10,2,2,,,4,2,,,1,8
