Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1967-68,24,CIN,NBA,SF,67,,13.0,2.1,5.3,.394,0.9,1.5,.608,3.5,0.5,1.8,5.1
1968-69,25,CIN,NBA,SF,69,,14.9,1.8,5.1,.352,0.7,1.3,.517,3.5,0.8,2.1,4.2
1969-70,26,Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee)
1970-71,27,BOS,NBA,PF,61,,11.8,2.0,5.4,.375,0.9,1.2,.730,3.4,0.6,1.5,4.9
1971-72,28,MIL,NBA,PF,23,,6.3,0.7,2.5,.281,0.2,0.4,.556,1.4,0.4,1.0,1.6
Career,NA,,NBA,,220,,12.5,1.8,5.0,.369,0.8,1.2,.610,3.3,0.6,1.7,4.4
,NA,,,,,,,,,,,,,,,,
2 seasons,NA,CIN,NBA,,136,,14.0,1.9,5.2,.373,0.8,1.4,.566,3.5,0.6,2.0,4.7
1 season,NA,BOS,NBA,,61,,11.8,2.0,5.4,.375,0.9,1.2,.730,3.4,0.6,1.5,4.9
1 season,NA,MIL,NBA,,23,,6.3,0.7,2.5,.281,0.2,0.4,.556,1.4,0.4,1.0,1.6
