Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2017-18,32,LAL,NBA,SG,2,0,64,6,12.7,0.471,3.7,6.7,0.556,2.2,6,0.375,2.2,2.2,1,0.7,3.7,4.5,5.2,2.2,2.2,2.2,2.2,17.9,NA,124,107
2018-19,33,LAL,NBA,SG,4,0,15,0,18.6,0,0,9.3,0,0,9.3,0,0,0,NA,3.1,3.1,6.2,0,3.1,0,3.1,0,0,NA,12,110
Career,NA,,NBA,,6,0,79,4.8,13.9,0.348,3,7.2,0.417,1.8,6.6,0.273,1.8,1.8,1,1.2,3.6,4.8,4.2,2.4,1.8,2.4,1.8,14.5,NA,97,107
