,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1984-85,18,LASALLE,26,494,69,147,,,17,24,,72,51,15,2,15,68,155,.469,,.708,19.0,6.0,2.8,2.0
1985-86,19,LASALLE,28,868,158,315,,,45,54,,110,53,27,2,42,70,361,.502,,.833,31.0,12.9,3.9,1.9
1986-87,20,LASALLE,33,1254,233,487,57,141,93,119,,147,68,39,1,73,78,616,.478,.404,.782,38.0,18.7,4.5,2.1
1987-88,21,LASALLE,34,1292,203,414,104,212,57,71,,139,72,31,9,40,79,567,.490,.491,.803,38.0,16.7,4.1,2.1
Career,,,121,3908,663,1363,161,353,212,268,,468,244,112,14,170,295,1699,.486,.456,.791,32.3,14.0,3.9,2.0
