Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015-16,19,LAL,NBA,PG,80,48,2259,392,956,0.41,130,370,0.351,262,586,0.447,0.478,140,190,0.737,47,227,274,266,93,13,196,142,1054
2016-17,20,LAL,NBA,PG,63,60,1811,351,867,0.405,135,384,0.352,216,483,0.447,0.483,147,188,0.782,31,190,221,303,87,16,176,130,984
2017-18,21,BRK,NBA,PG,48,35,1234,278,672,0.414,90,278,0.324,188,394,0.477,0.481,97,131,0.74,30,159,189,249,36,17,147,93,743
2018-19,22,BRK,NBA,PG,81,81,2448,659,1517,0.434,234,635,0.369,425,882,0.482,0.512,160,205,0.78,53,262,315,563,100,20,253,141,1712
2019-20,23,TOT,NBA,PG,45,45,1452,360,846,0.426,158,431,0.367,202,415,0.487,0.519,161,199,0.809,17,160,177,285,48,13,147,86,1039
2019-20,23,GSW,NBA,PG,33,33,1060,273,635,0.43,120,321,0.374,153,314,0.487,0.524,113,144,0.785,14,108,122,206,31,9,101,64,779
2019-20,23,MIN,NBA,PG,12,12,392,87,211,0.412,38,110,0.345,49,101,0.485,0.502,48,55,0.873,3,52,55,79,17,4,46,22,260
Career,NA,,NBA,,317,269,9204,2040,4858,0.42,747,2098,0.356,1293,2760,0.468,0.497,705,913,0.772,178,998,1176,1666,364,79,919,592,5532
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,LAL,NBA,,143,108,4070,743,1823,0.408,265,754,0.351,478,1069,0.447,0.48,287,378,0.759,78,417,495,569,180,29,372,272,2038
2 seasons,NA,BRK,NBA,,129,116,3682,937,2189,0.428,324,913,0.355,613,1276,0.48,0.502,257,336,0.765,83,421,504,812,136,37,400,234,2455
1 season,NA,GSW,NBA,,33,33,1060,273,635,0.43,120,321,0.374,153,314,0.487,0.524,113,144,0.785,14,108,122,206,31,9,101,64,779
1 season,NA,MIN,NBA,,12,12,392,87,211,0.412,38,110,0.345,49,101,0.485,0.502,48,55,0.873,3,52,55,79,17,4,46,22,260
