Season,Team,Lg,Salary
2015-16,Los Angeles Lakers,NBA,"$5,103,120"
2016-17,Los Angeles Lakers,NBA,"$5,332,800"
2017-18,Brooklyn Nets,NBA,"$5,562,360"
2018-19,Brooklyn Nets,NBA,"$7,019,698"
Career,(may be incomplete),,"$23,017,978"
