,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2014-15,21,MIL,NBA,PF,34,368,,,1%,80%,19%,-13.6,-15.8,7,9,21,5,14,1,40,4,10
2015-16,22,MIL,NBA,PF,66,857,,,,98%,2%,-6.4,-3.1,10,11,39,4,21,3,70,6,18
2016-17,23,TOT,NBA,PF,11,80,,,,8%,92%,-16.0,-16.5,1,3,5,2,3,0,16,0,0
2016-17,23,DEN,NBA,PF,7,46,,,,10%,90%,-20.8,-21.2,0,2,2,1,2,0,6,0,0
2016-17,23,CHO,NBA,PF,4,34,,,,5%,95%,-9.1,-9.6,1,1,3,1,1,0,10,0,0
2017-18,24,CHO,NBA,PF,36,379,,,,82%,19%,-10.3,-11.7,0,7,20,4,10,2,35,1,7
Career,,,NBA,,147,1684,,,,86%,14%,-9.3,-8.4,18,30,85,15,48,6,161,11,35
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,MIL,NBA,,100,1225,,,,92%,7%,-8.6,-6.9,17,20,60,9,35,4,110,10,28
2 seasons,,CHO,NBA,,40,413,,,,75%,25%,-10.2,-11.5,1,8,23,5,11,2,45,1,7
1 season,,DEN,NBA,,7,46,,,,10%,90%,-20.8,-21.2,0,2,2,1,2,0,6,0,0
