,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2010-11,23,MEM,NBA,PG,13,507,.388,13.1,.798,.246,.175,.104,.273,.202,.411,.511,.281,.421,.400,.297,.183,.000,0,.818,.054,.500,0,0
2011-12,24,MEM,NBA,PG,7,277,.421,13.4,.711,.289,.184,.039,.197,.289,.389,.409,.286,.333,.467,.500,.190,.000,0,.636,.318,.286,0,0
2012-13,25,MEM,NBA,PG,15,575,.384,12.4,.704,.329,.181,.069,.125,.296,.428,.507,.385,.333,.333,.281,.262,.000,0,.889,.203,.308,1,0
2013-14,26,MEM,NBA,PG,7,267,.431,11.4,.735,.333,.225,.088,.098,.265,.547,.647,.435,.556,.400,.111,.268,.000,0,.000,.222,.000,0,0
2014-15,27,MEM,NBA,PG,8,243,.427,14.4,.656,.260,.094,.188,.115,.344,.492,.560,.222,.556,.455,.303,.226,.000,0,.500,.030,.000,0,0
2016-17,29,MEM,NBA,PG,6,224,.485,14.1,.631,.282,.117,.165,.068,.369,.508,.621,.500,.412,.286,.447,.182,.000,0,.412,.079,.667,1,0
Career,,,NBA,,56,2093,.414,13.0,.715,.291,.166,.104,.155,.285,.452,.540,.357,.444,.392,.317,.223,.000,0,.629,.145,.281,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,MEM,NBA,,56,2093,.414,13.0,.715,.291,.166,.104,.155,.285,.452,.540,.357,.444,.392,.317,.223,.000,0,.629,.145,.281,2,0
