,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,23,MEM,NBA,PG,13,507,100%,,,,,+0.4,+4.4,18,8,18,1,19,7,180,1,19
2011-12,24,MEM,NBA,PG,7,277,100%,,,,,+1.3,+5.5,13,0,8,0,8,3,109,0,5
2012-13,25,MEM,NBA,PG,15,575,100%,,,,,+4.2,+14.5,18,12,11,2,30,8,226,5,16
2013-14,26,MEM,NBA,PG,7,267,100%,,,,,-5.5,-0.6,11,3,6,0,10,3,119,3,6
2014-15,27,MEM,NBA,PG,8,243,100%,,,,,+2.4,+4.8,8,3,4,0,13,3,86,5,5
2016-17,29,MEM,NBA,PG,6,224,100%,,,,,+1.1,+44.8,6,5,5,1,16,2,97,4,3
Career,,,NBA,,56,2093,100%,,,,,+1.1,+11.1,74,31,52,4,96,26,817,18,54
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,MEM,NBA,,56,2093,100%,,,,,+1.1,+11.1,74,31,52,4,96,26,817,18,54
