,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1949-50,27,SYR,NBA,,9,,8,13,,,,21
1950-51,28,SYR,NBA,,11,,11,16,,,,24
1951-52,29,SYR,NBA,,7,,9,,,,6,18
1952-53,30,TOT,NBA,,10,,10,14,,,,24
1952-53,30,BLB,NBA,,7,,5,11,,,6,18
1952-53,30,MLH,NBA,,10,,10,14,,,,24
1953-54,31,MLH,NBA,,8,,16,,,,,20
1954-55,32,MLH,NBA,,2,,4,9,,,4,8
Career,,,,,11,,16,,,,,24
3 Seasons,,SYR,NBA,,11,,11,,,,,24
3 Seasons,,MLH,NBA,,10,,16,,,,,24
1 Season,,BLB,NBA,,7,,5,11,,,6,18
