Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,27,SYR,NBA,PF,62,NA,NA,2.6,7.1,0.369,3.4,5.6,0.606,NA,2,3.2,8.6
1950-51,28,SYR,NBA,PF,66,NA,NA,4,9.6,0.415,4.9,6.7,0.731,8.3,2.9,3.9,12.9
1951-52,29,SYR,NBA,PF,66,NA,20.5,2.5,7.2,0.349,2.5,3.7,0.674,5,1.4,3.6,7.5
1952-53,30,TOT,NBA,PF,71,NA,31.5,2.9,8.7,0.336,3.7,5.3,0.702,7.4,3.1,4,9.5
1952-53,30,BLB,NBA,PF,10,NA,19.7,1.6,4.3,0.372,1.9,3.7,0.514,5.2,1.8,3.3,5.1
1952-53,30,MLH,NBA,PF,61,NA,33.4,3.1,9.4,0.333,4,5.5,0.723,7.7,3.3,4.2,10.3
1953-54,31,MLH,NBA,PF,69,NA,31.4,2.9,7.3,0.393,2.6,4,0.645,7.6,2.2,3.7,8.3
1954-55,32,MLH,NBA,PF,9,NA,11.3,0.3,2.1,0.158,1.1,2.6,0.435,1.9,1.4,1.7,1.8
Career,NA,,NBA,,343,NA,27.3,2.9,7.8,0.372,3.3,5,0.673,6.9,2.3,3.6,9.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SYR,NBA,,194,NA,20.5,3,8,0.382,3.6,5.3,0.675,6.6,2.1,3.6,9.7
3 seasons,NA,MLH,NBA,,139,NA,31,2.8,7.9,0.358,3.1,4.5,0.679,7.3,2.6,3.8,8.7
1 season,NA,BLB,NBA,,10,NA,19.7,1.6,4.3,0.372,1.9,3.7,0.514,5.2,1.8,3.3,5.1
