Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,27,SYR,NBA,PF,11,NA,NA,NA,NA,0.388,NA,NA,0.685,NA,NA,NA,NA
1950-51,28,SYR,NBA,PF,7,NA,NA,NA,NA,0.475,NA,NA,0.745,NA,NA,NA,NA
1951-52,29,SYR,NBA,PF,6,NA,59,3.1,9.2,0.333,4.9,12.2,0.4,13.4,1.8,9.8,11
Career,NA,,NBA,,24,NA,59,3.1,9.2,0.41,4.9,12.2,0.669,13.4,1.8,9.8,11
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SYR,NBA,,24,NA,59,3.1,9.2,0.41,4.9,12.2,0.669,13.4,1.8,9.8,11
