Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Derrick Chievous,,1.6,1.2,-0.1
Brian Scalabrine,89.6,1.7,1,-0.1
Jerry Chambers,87.4,1.5,1.4,0
Thomas Robinson,87.2,1.6,1.5,-0.1
Derrick Alston,86.3,1.7,1,-0.1
Brian Rowsom,83.0,1.5,1,0
Mickaël Gelabale,82.9,1.5,1.3,0.2
Rudy Macklin,82.2,1.8,1.4,0.1
Fred Saunders,81.9,1.3,1.2,0.1
Tony Brown,81.7,1.8,1.3,0.2
Lonny Baxter,81.4,1.5,0.9,-0.2
