Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1989-90,23,CHI,NBA,PF,82,2,1777,7.5,14.8,0.504,0,0,0,7.5,14.8,0.505,5.4,7.5,0.727,4.7,6,10.7,2.4,1.1,1.6,3.3,6,20.3,NA,111,110
1990-91,24,CHI,NBA,PF,76,6,1198,6.5,14,0.467,0,0.1,0,6.5,13.9,0.47,4.5,6.4,0.704,3,5.7,8.7,2.7,1,1.8,3.8,5.6,17.6,NA,100,107
1991-92,25,CHI,NBA,PF,79,12,1268,8.6,17,0.506,0.1,0.2,0.4,8.5,16.8,0.507,4.8,6.3,0.753,3.5,4.7,8.2,3.1,0.8,1,3,5.2,22.1,NA,112,108
1992-93,26,CHI,NBA,C,76,3,1059,7.8,16.7,0.471,0.1,0.3,0.333,7.7,16.4,0.473,4.2,6,0.705,5.1,5,10.1,3.5,1.3,1,3.4,6.3,20,NA,107,108
1993-94,27,TOT,NBA,C,49,30,1053,7.1,16.7,0.428,0,0.1,0,7.1,16.6,0.431,4.5,6.6,0.684,4.4,7.4,11.8,2.8,1.5,2.1,4.1,5.9,18.8,NA,95,105
1993-94,27,CHI,NBA,C,31,15,537,6.6,16.6,0.398,0,0.2,0,6.6,16.4,0.402,3.5,5.2,0.679,4.9,8,12.8,3.8,1.8,1.2,4.2,6.2,16.7,NA,92,102
1993-94,27,MIN,NBA,C,18,15,516,7.7,16.7,0.459,0,0,NA,7.7,16.7,0.459,5.6,8.2,0.687,3.9,6.8,10.7,1.9,1.3,2.9,3.9,5.6,20.9,NA,98,108
1994-95,28,MIN,NBA,PF,50,10,792,6.6,14.1,0.467,0,0.1,0,6.6,14,0.469,4.5,6.8,0.667,3.6,7.4,10.9,1.7,1.6,1.3,4.2,8.4,17.6,NA,93,111
1995-96,29,MIA,NBA,PF,15,0,156,5.7,12.2,0.472,0,0,NA,5.7,12.2,0.472,1.4,2.7,0.5,3,4.7,7.8,0.7,2.4,0.7,6.1,13.2,12.8,NA,73,103
1996-97,30,TOT,NBA,C,11,0,103,5.6,11.2,0.5,0,0,NA,5.6,11.2,0.5,1,3.6,0.286,5.6,8.2,13.8,0.5,1,0.5,3.1,7.2,12.3,NA,90,110
1996-97,30,BOS,NBA,C,5,0,33,7.6,10.6,0.714,0,0,NA,7.6,10.6,0.714,3,4.6,0.667,1.5,12.2,13.7,1.5,0,1.5,1.5,4.6,18.2,NA,132,111
1996-97,30,DAL,NBA,C,6,0,70,4.6,11.6,0.4,0,0,NA,4.6,11.6,0.4,0,3.1,0,7.7,6.2,13.9,0,1.5,0,3.9,8.5,9.2,NA,75,110
Career,NA,,NBA,,438,63,7406,7.4,15.4,0.478,0,0.1,0.235,7.3,15.3,0.48,4.6,6.5,0.707,4.1,5.9,10,2.7,1.2,1.4,3.6,6.2,19.4,NA,104,108
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,CHI,NBA,,344,38,5839,7.5,15.6,0.481,0,0.1,0.25,7.5,15.5,0.483,4.7,6.5,0.721,4.2,5.7,9.9,2.9,1.1,1.4,3.5,5.8,19.8,NA,106,108
2 seasons,NA,MIN,NBA,,68,25,1308,7,15.1,0.463,0,0,0,7,15.1,0.465,4.9,7.3,0.676,3.7,7.1,10.9,1.8,1.5,2,4.1,7.2,19,NA,95,109
1 season,NA,MIA,NBA,,15,0,156,5.7,12.2,0.472,0,0,NA,5.7,12.2,0.472,1.4,2.7,0.5,3,4.7,7.8,0.7,2.4,0.7,6.1,13.2,12.8,NA,73,103
1 season,NA,DAL,NBA,,6,0,70,4.6,11.6,0.4,0,0,NA,4.6,11.6,0.4,0,3.1,0,7.7,6.2,13.9,0,1.5,0,3.9,8.5,9.2,NA,75,110
1 season,NA,BOS,NBA,,5,0,33,7.6,10.6,0.714,0,0,NA,7.6,10.6,0.714,3,4.6,0.667,1.5,12.2,13.7,1.5,0,1.5,1.5,4.6,18.2,NA,132,111
