,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1983-84,25,DAL,NBA,,3,6,0,0,3,6,4,4,6,6,10,3,0,3,2,4,9,10.2
1984-85,26,DAL,NBA,,2,3,0,0,2,3,0,0,2,1,3,1,1,1,2,5,4,3.0
1986-87,28,TOT,NBA,,2,7,0,0,2,7,2,4,4,3,7,0,0,2,1,4,4,2.4
1986-87,28,DET,NBA,,2,7,0,0,2,7,2,4,4,3,7,0,0,2,1,4,4,2.4
1987-88,29,SAS,NBA,,4,5,0,0,4,5,2,2,2,4,5,1,0,1,0,4,10,8.4
1989-90,31,PHI,NBA,,1,6,0,0,1,6,0,0,2,1,3,0,1,1,0,1,2,1.2
Career,,,,,4,7,0,0,4,7,4,4,6,6,10,3,1,3,2,5,10,10.2
2 Seasons,,DAL,NBA,,3,6,0,0,3,6,4,4,6,6,10,3,1,3,2,5,9,10.2
1 Season,,DET,NBA,,2,7,0,0,2,7,2,4,4,3,7,0,0,2,1,4,4,2.4
1 Season,,PHI,NBA,,1,6,0,0,1,6,0,0,2,1,3,0,1,1,0,1,2,1.2
1 Season,,SAS,NBA,,4,5,0,0,4,5,2,2,2,4,5,1,0,1,0,4,10,8.4
