Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4,5,6,7,8,9,10,11,12,13
Kurt Nimphius,,4.8,3.3,3.1,2.9,1.5,1,0.7,0.1,NA,NA,NA,NA,NA
Alex Len,87.3,4.5,3.4,3.2,3,1.3,0.2,NA,NA,NA,NA,NA,NA,NA
John Henson,86.3,4.9,3.6,3.3,2.7,2.3,1.9,0.6,NA,NA,NA,NA,NA,NA
Bob Ferry,85.8,4.9,3.9,3.1,2.7,1.4,1.2,1.2,0.9,0.8,0,NA,NA,NA
Oliver Miller,83.2,5.3,3.8,3.4,3.1,1.8,1.6,1.4,0.9,0,NA,NA,NA,NA
Blair Rasmussen,82.2,5.2,4.2,3.3,3,1.8,1.7,0,-0.1,NA,NA,NA,NA,NA
Aron Baynes,81.1,4.1,3.9,3,3,2.4,0.6,0.1,NA,NA,NA,NA,NA,NA
Dan Gadzuric,80.5,5.2,3.7,2.5,1.8,1.2,0.8,0.5,0.1,0.1,0,NA,NA,NA
Dewayne Dedmon,80.3,5.2,4,3.7,2.4,1.7,0.6,NA,NA,NA,NA,NA,NA,NA
Jim Davis,80.0,4.3,3.8,3.5,2.3,2.3,1.8,0.9,0.2,NA,NA,NA,NA,NA
Jason Collins,79.7,4.9,4.7,3.9,3,2,0.6,0.6,0.4,0.2,0.1,0.1,-0.1,-0.2
