Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,28,WSC,BAA,SF,58,NA,NA,0.322,0.213,NA,NA,NA,NA,NA,2.2,4.9,7.1,NA
1947-48,29,WSC,BAA,SF,43,NA,NA,0.318,0.276,NA,NA,NA,NA,NA,0.5,2.9,3.3,NA
1948-49,30,WSC,BAA,SF,57,NA,NA,0.391,0.348,NA,NA,NA,NA,NA,2.1,2.8,4.9,NA
1949-50,31,WSC,NBA,SF,53,NA,NA,0.352,0.241,NA,NA,NA,NA,NA,-1.5,1.7,0.2,NA
1950-51,32,TOT,NBA,SF,44,NA,NA,0.361,0.248,NA,NA,NA,NA,NA,-0.8,0.6,-0.2,NA
1950-51,32,WSC,NBA,SF,10,NA,NA,0.293,0.163,NA,NA,NA,NA,NA,-0.4,0.1,-0.3,NA
1950-51,32,BOS,NBA,SF,34,NA,NA,0.371,0.261,NA,NA,NA,NA,NA,-0.5,0.5,0,NA
1951-52,33,BOS,NBA,SF,63,1083,9.4,0.372,0.191,NA,NA,NA,NA,NA,-1,1,0,0.001
Career,NA,,TOT,,318,1083,9.4,0.35,0.258,NA,NA,NA,NA,NA,1.5,13.9,15.4,0.001
,NA,,NBA,,160,1083,9.4,0.36,0.227,NA,NA,NA,NA,NA,-3.3,3.3,0,0.001
,NA,,BAA,,158,NA,NA,0.344,0.274,NA,NA,NA,NA,NA,4.8,10.6,15.4,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,WSC,BAA,,221,NA,NA,0.345,0.266,NA,NA,NA,NA,NA,3,12.4,15.3,NA
2 seasons,NA,BOS,NBA,,97,1083,9.4,0.372,0.219,NA,NA,NA,NA,NA,-1.5,1.5,0.1,0.001
