Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,28,WSC,BAA,SF,6,NA,NA,NA,NA,0.212,NA,NA,0.647,NA,NA,NA,NA
1948-49,30,WSC,BAA,SF,10,NA,NA,NA,NA,0.354,NA,NA,0.731,NA,NA,NA,NA
1949-50,31,WSC,NBA,SF,2,NA,NA,NA,NA,0.273,NA,NA,0.8,NA,NA,NA,NA
1950-51,32,BOS,NBA,SF,2,NA,NA,NA,NA,0.44,NA,NA,0.8,NA,NA,NA,NA
1951-52,33,BOS,NBA,SF,3,NA,20,3.6,16.2,0.222,0,0,NA,10.8,3.6,16.2,7.2
Career,NA,,TOT,,23,NA,20,3.6,16.2,0.306,0,0,0.708,10.8,3.6,16.2,7.2
,NA,,BAA,,16,NA,NA,NA,NA,0.297,NA,NA,0.698,NA,NA,NA,NA
,NA,,NBA,,7,NA,20,3.6,16.2,0.339,0,0,0.8,10.8,3.6,16.2,7.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,WSC,BAA,,18,NA,NA,NA,NA,0.295,NA,NA,0.703,NA,NA,NA,NA
2 seasons,NA,BOS,NBA,,5,NA,20,3.6,16.2,0.382,0,0,0.8,10.8,3.6,16.2,7.2
