Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,28,WSC,BAA,SF,58,NA,NA,275,987,0.279,145,210,0.69,NA,69,162,695
1947-48,29,WSC,BAA,SF,43,NA,NA,182,680,0.268,121,188,0.644,NA,36,176,485
1948-49,30,WSC,BAA,SF,57,NA,NA,263,801,0.328,197,279,0.706,NA,114,216,723
1949-50,31,WSC,NBA,SF,53,NA,NA,187,631,0.296,118,152,0.776,NA,88,185,492
1950-51,32,TOT,NBA,SF,44,NA,NA,102,327,0.312,58,81,0.716,198,85,136,262
1950-51,32,WSC,NBA,SF,10,NA,NA,12,43,0.279,3,7,0.429,19,6,14,27
1950-51,32,BOS,NBA,SF,34,NA,NA,90,284,0.317,55,74,0.743,179,79,122,235
1951-52,33,BOS,NBA,SF,63,NA,1083,136,418,0.325,65,80,0.813,175,111,148,337
Career,NA,,TOT,,318,NA,1083,1145,3844,0.298,704,990,0.711,373,503,1023,2994
,NA,,NBA,,160,NA,1083,425,1376,0.309,241,313,0.77,373,284,469,1091
,NA,,BAA,,158,NA,NA,720,2468,0.292,463,677,0.684,NA,219,554,1903
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,WSC,BAA,,221,NA,NA,919,3142,0.292,584,836,0.699,19,313,753,2422
2 seasons,NA,BOS,NBA,,97,NA,1083,226,702,0.322,120,154,0.779,354,190,270,572
