Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,28,WSC,BAA,SF,58,NA,NA,4.7,17,0.279,2.5,3.6,0.69,NA,1.2,2.8,12
1947-48,29,WSC,BAA,SF,43,NA,NA,4.2,15.8,0.268,2.8,4.4,0.644,NA,0.8,4.1,11.3
1948-49,30,WSC,BAA,SF,57,NA,NA,4.6,14.1,0.328,3.5,4.9,0.706,NA,2,3.8,12.7
1949-50,31,WSC,NBA,SF,53,NA,NA,3.5,11.9,0.296,2.2,2.9,0.776,NA,1.7,3.5,9.3
1950-51,32,TOT,NBA,SF,44,NA,NA,2.3,7.4,0.312,1.3,1.8,0.716,4.5,1.9,3.1,6
1950-51,32,WSC,NBA,SF,10,NA,NA,1.2,4.3,0.279,0.3,0.7,0.429,1.9,0.6,1.4,2.7
1950-51,32,BOS,NBA,SF,34,NA,NA,2.6,8.4,0.317,1.6,2.2,0.743,5.3,2.3,3.6,6.9
1951-52,33,BOS,NBA,SF,63,NA,17.2,2.2,6.6,0.325,1,1.3,0.813,2.8,1.8,2.3,5.3
Career,NA,,TOT,,318,NA,17.2,3.6,12.1,0.298,2.2,3.1,0.711,3.5,1.6,3.2,9.4
,NA,,NBA,,160,NA,17.2,2.7,8.6,0.309,1.5,2,0.77,3.5,1.8,2.9,6.8
,NA,,BAA,,158,NA,NA,4.6,15.6,0.292,2.9,4.3,0.684,NA,1.4,3.5,12
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,WSC,BAA,,221,NA,NA,4.2,14.2,0.292,2.6,3.8,0.699,1.9,1.4,3.4,11
2 seasons,NA,BOS,NBA,,97,NA,17.2,2.3,7.2,0.322,1.2,1.6,0.779,3.6,2,2.8,5.9
