Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,24,LAS,ABA,C,58,NA,1662,263,548,0.48,0,1,0,263,547,0.481,0.48,156,303,0.515,198,341,539,58,127,281,682
1969-70,25,NYA,ABA,C,74,NA,2486,405,848,0.478,1,2,0.5,404,846,0.478,0.478,226,404,0.559,328,551,879,88,218,305,1037
1970-71,26,TOT,ABA,C,34,NA,751,119,265,0.449,0,0,NA,119,265,0.449,0.449,82,130,0.631,100,170,270,34,76,101,320
1970-71,26,NYA,ABA,C,26,NA,592,97,218,0.445,0,0,NA,97,218,0.445,0.445,74,110,0.673,83,139,222,26,66,80,268
1970-71,26,TEX,ABA,C,8,NA,159,22,47,0.468,0,0,NA,22,47,0.468,0.468,8,20,0.4,17,31,48,8,10,21,52
Career,NA,,ABA,,166,NA,4899,787,1661,0.474,1,3,0.333,786,1658,0.474,0.474,464,837,0.554,626,1062,1688,180,421,687,2039
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NYA,ABA,,100,NA,3078,502,1066,0.471,1,2,0.5,501,1064,0.471,0.471,300,514,0.584,411,690,1101,114,284,385,1305
1 season,NA,LAS,ABA,,58,NA,1662,263,548,0.48,0,1,0,263,547,0.481,0.48,156,303,0.515,198,341,539,58,127,281,682
1 season,NA,TEX,ABA,,8,NA,159,22,47,0.468,0,0,NA,22,47,0.468,0.468,8,20,0.4,17,31,48,8,10,21,52
