,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,22,OKC,NBA,PF,5,111,,,28%,73%,,-33.2,-45.3,1,2,6,0,3,1,11,0,4
2017-18,23,OKC,NBA,PF,6,133,,,9%,91%,,+11.0,+29.2,1,5,11,0,6,0,17,1,6
2018-19,24,OKC,NBA,PF,5,176,,,,90%,10%,-10.2,-14.2,1,1,3,2,6,2,12,1,2
Career,,,NBA,,16,420,,,10%,85%,4%,-9.6,-8.7,3,8,20,2,15,3,40,2,12
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,OKC,NBA,,16,420,,,10%,85%,4%,-9.6,-8.7,3,8,20,2,15,3,40,2,12
