Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,25,CIN,NBA,C,67,NA,1624,256,633,0.404,178,246,0.724,472,65,211,690
1959-60,26,TOT,NBA,C,74,NA,1482,246,574,0.429,119,174,0.684,389,70,224,611
1959-60,26,CIN,NBA,C,20,NA,400,71,155,0.458,39,55,0.709,111,17,65,181
1959-60,26,NYK,NBA,C,54,NA,1082,175,419,0.418,80,119,0.672,278,53,159,430
1960-61,27,NYK,NBA,C,55,NA,688,125,310,0.403,44,65,0.677,179,30,128,294
Career,NA,,NBA,,196,NA,3794,627,1517,0.413,341,485,0.703,1040,165,563,1595
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NYK,NBA,,109,NA,1770,300,729,0.412,124,184,0.674,457,83,287,724
2 seasons,NA,CIN,NBA,,87,NA,2024,327,788,0.415,217,301,0.721,583,82,276,871
