Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Jim Palmer,,2.4,1.9,0.2
Lamar Green,98.1,2.4,2,0.2
Bob Bedell,91.8,2.4,2.2,0.1
Chuck Terry,91.0,2.3,2.1,0.1
Don Nelson,90.9,2.3,2.1,0.4
Steve Kuberski,90.6,2.6,1.7,0.2
Willie Burton,89.3,2.1,2,0.1
Cheick Diallo,89.1,2.6,1.9,0.5
Shabazz Muhammad,89.1,2.7,2,0.3
Al Eberhard,88.5,2.6,1.8,0
Joe Holup,88.0,2.1,1.8,0.3
