Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Earl Shannon,,7,0.6,0
Larry Cannon,90.0,7.2,0.1,0
Bill Melchionni,85.9,6.5,1.1,-0.1
Brent Price,85.3,7.4,0.7,-0.6
Craig Hodges,78.7,6,0.8,0.5
Micheal Williams,76.8,5.7,0.7,-0.2
Smush Parker,73.3,5.8,0.1,-0.1
John Starks,71.7,6.4,2.4,0
CJ McCollum,71.0,6,1.8,0.2
Larry Drew,70.7,7.2,3,0
Michael Adams,69.7,7.5,2.7,-0.1
