Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,24,ROC,BAA,C,60,NA,NA,5.8,13.6,0.423,5.1,7.7,0.66,NA,1.7,3.6,16.6
1949-50,25,ROC,NBA,C,62,NA,NA,3.3,9.6,0.344,3.4,5.2,0.664,NA,1.5,3.7,10.1
1950-51,26,ROC,NBA,C,66,NA,NA,5.7,14.2,0.401,4.9,6.7,0.734,12,2.4,4.2,16.3
1951-52,27,ROC,NBA,C,66,NA,36.3,5.5,14,0.394,4.6,6.5,0.701,12.7,2.3,3.9,15.6
1952-53,28,ROC,NBA,C,68,NA,33.6,4.3,11.8,0.368,4.3,6.3,0.685,11,2,4,13
1953-54,29,ROC,NBA,C,72,NA,33.1,4.5,12.1,0.368,4.3,6,0.714,10.1,1.7,3.9,13.2
1954-55,30,ROC,NBA,C,69,NA,28.6,3.8,10.1,0.371,4,5.4,0.744,10.2,1.6,3.7,11.6
1955-56,31,BOS,NBA,C,68,NA,23.5,2.8,7.3,0.383,2.5,3.5,0.708,8.1,1.3,4.4,8.1
1956-57,32,BOS,NBA,C,43,NA,21.7,2.8,7.1,0.388,2.5,3.6,0.679,6.7,1.2,3.8,8
1957-58,33,BOS,NBA,C,63,NA,17.8,2.1,6.3,0.338,1.8,2.7,0.683,5.7,0.8,3.1,6.1
Career,NA,,TOT,,637,NA,28.3,4.1,10.8,0.381,3.8,5.4,0.699,9.7,1.7,3.8,12
,NA,,NBA,,577,NA,28.3,3.9,10.5,0.375,3.7,5.2,0.705,9.7,1.7,3.9,11.5
,NA,,BAA,,60,NA,NA,5.8,13.6,0.423,5.1,7.7,0.66,NA,1.7,3.6,16.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,ROC,BAA,,463,NA,32.9,4.7,12.2,0.384,4.4,6.2,0.7,11.2,1.9,3.9,13.7
3 seasons,NA,BOS,NBA,,174,NA,21,2.5,6.9,0.369,2.2,3.2,0.693,6.9,1.1,3.8,7.3
