Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,24,ROC,BAA,C,4,NA,NA,0.489,0.623,NA,NA,NA,NA,NA,0.6,0.2,0.9,NA
1949-50,25,ROC,NBA,C,2,NA,NA,0.449,0.789,NA,NA,NA,NA,NA,0.1,0,0.1,NA
1950-51,26,ROC,NBA,C,14,NA,NA,0.457,0.565,NA,NA,NA,NA,NA,0.9,1.1,2.1,NA
1951-52,27,ROC,NBA,C,6,229,19.3,0.477,0.494,NA,NA,NA,9.5,NA,0.2,0.5,0.7,0.148
1952-53,28,ROC,NBA,C,3,109,15,0.402,0.632,NA,NA,NA,5.5,NA,-0.1,0.3,0.2,0.068
1953-54,29,ROC,NBA,C,6,200,19.5,0.515,0.657,NA,NA,NA,4.7,NA,0.5,0.1,0.6,0.14
1954-55,30,ROC,NBA,C,3,77,27.8,0.518,0.5,NA,NA,NA,13.9,NA,0.3,0.2,0.5,0.316
1955-56,31,BOS,NBA,C,3,88,16.9,0.441,0.529,NA,NA,NA,3.7,NA,0,0.2,0.2,0.129
1956-57,32,BOS,NBA,C,10,152,15.6,0.495,0.46,NA,NA,NA,8.3,NA,0.4,0.4,0.7,0.235
1957-58,33,BOS,NBA,C,10,168,8.1,0.346,0.635,NA,NA,NA,7.4,NA,-0.2,0.3,0.1,0.033
Career,NA,,TOT,,61,1023,16.9,0.462,0.57,NA,NA,NA,7.4,NA,2.8,3.3,6.1,0.143
,NA,,NBA,,57,1023,16.9,0.459,0.566,NA,NA,NA,7.4,NA,2.1,3.1,5.2,0.143
,NA,,BAA,,4,NA,NA,0.489,0.623,NA,NA,NA,NA,NA,0.6,0.2,0.9,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,ROC,BAA,,38,615,19.7,0.471,0.579,NA,NA,NA,7.8,NA,2.6,2.4,5,0.152
3 seasons,NA,BOS,NBA,,23,408,12.8,0.429,0.537,NA,NA,NA,6.9,NA,0.2,0.9,1.1,0.129
