Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,24,ROC,BAA,C,60,NA,NA,0.488,0.566,NA,NA,NA,NA,NA,9.4,1.2,10.6,NA
1949-50,25,ROC,NBA,C,62,NA,NA,0.423,0.537,NA,NA,NA,NA,NA,2.4,2.2,4.6,NA
1950-51,26,ROC,NBA,C,66,NA,NA,0.475,0.468,NA,NA,NA,NA,NA,6.6,2.8,9.3,NA
1951-52,27,ROC,NBA,C,66,2396,20.6,0.463,0.465,NA,NA,NA,NA,NA,4.4,2.5,6.8,0.137
1952-53,28,ROC,NBA,C,68,2288,18.2,0.446,0.535,NA,NA,NA,NA,NA,2.4,3.4,5.8,0.122
1953-54,29,ROC,NBA,C,72,2385,18.2,0.447,0.493,NA,NA,NA,NA,NA,3,4.8,7.8,0.157
1954-55,30,ROC,NBA,C,69,1970,17,0.461,0.536,NA,NA,NA,NA,NA,2.3,1.6,3.9,0.095
1955-56,31,BOS,NBA,C,68,1597,12.1,0.458,0.487,NA,NA,NA,NA,NA,1.2,1.4,2.6,0.079
1956-57,32,BOS,NBA,C,43,935,12.8,0.458,0.508,NA,NA,NA,NA,NA,1,1.7,2.7,0.14
1957-58,33,BOS,NBA,C,63,1119,9.9,0.406,0.421,NA,NA,NA,NA,NA,-0.2,2,1.8,0.076
Career,NA,,TOT,,637,12690,16.6,0.456,0.504,NA,NA,NA,NA,NA,32.4,23.6,56,0.119
,NA,,NBA,,577,12690,16.6,0.452,0.495,NA,NA,NA,NA,NA,23,22.5,45.5,0.119
,NA,,BAA,,60,NA,NA,0.488,0.566,NA,NA,NA,NA,NA,9.4,1.2,10.6,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,ROC,BAA,,463,9039,18.6,0.459,0.511,NA,NA,NA,NA,NA,30.4,18.5,48.9,0.129
3 seasons,NA,BOS,NBA,,174,3651,11.6,0.441,0.47,NA,NA,NA,NA,NA,1.9,5.2,7.1,0.094
