,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1948-49,24,ROC,BAA,,11,,15,21,,,,29
1949-50,25,ROC,NBA,,7,,12,18,,,,22
1950-51,26,ROC,NBA,,11,,10,13,,,,28
1951-52,27,ROC,NBA,,13,,12,17,,,6,30
1952-53,28,ROC,NBA,,12,,9,12,,,,30
1953-54,29,ROC,NBA,,14,,11,12,,,,35
1954-55,30,ROC,NBA,,10,,12,16,,,6,26
1955-56,31,BOS,NBA,,8,,9,12,,,6,21
1956-57,32,BOS,NBA,,8,,6,12,,,6,22
1957-58,33,BOS,NBA,,7,,7,8,,,6,18
Career,,,TOT,,14,,15,21,,,,35
,,,NBA,,14,,12,18,,,,35
,,,BAA,,11,,15,21,,,,29
,,,,,,,,,,,,
7 Seasons,,ROC,NBA,,14,,15,21,,,,35
3 Seasons,,BOS,NBA,,8,,9,12,,,6,22
