,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1948-49,24,ROC,BAA,,8,,8,11,,,6,21
1949-50,25,ROC,NBA,,6,,5,,,,6,17
1950-51,26,ROC,NBA,,9,,10,14,,,6,27
1951-52,27,ROC,NBA,,8,,9,11,,,5,24
1952-53,28,ROC,NBA,,6,,6,10,,,6,17
1953-54,29,ROC,NBA,,10,,8,11,,,5,24
1954-55,30,ROC,NBA,,9,18,6,8,,,6,24
1955-56,31,BOS,NBA,,5,14,6,9,17,1,5,14
1956-57,32,BOS,NBA,,6,12,4,7,10,,6,16
1957-58,33,BOS,NBA,,4,11,6,9,13,,6,12
Career,,,TOT,,10,,10,,,,6,27
,,,NBA,,10,,10,,,,6,27
,,,BAA,,8,,8,11,,,6,21
,,,,,,,,,,,,
7 Seasons,,ROC,NBA,,10,,10,,,,6,27
3 Seasons,,BOS,NBA,,6,14,6,9,17,,6,16
