Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1977-78,29,ATL,NBA,PG,2,NA,65,5.5,13.3,0.417,NA,NA,NA,5.5,13.3,0.417,3.9,5,0.778,0,2.2,2.2,1.7,2.2,0.6,2.8,2.8,15
1978-79,30,ATL,NBA,PG,9,NA,99,4.4,10.5,0.414,NA,NA,NA,4.4,10.5,0.414,3.3,3.6,0.9,0.7,1.1,1.8,5.8,1.1,0,1.1,1.8,12
1979-80,31,ATL,NBA,PG,5,NA,152,6.9,14,0.492,0.2,0.7,0.333,6.6,13.3,0.5,2.6,2.8,0.917,0,1.2,1.2,5.2,1.4,0,2.6,2.8,16.6
1982-83,34,MIL,NBA,PG,9,NA,116,4.7,10.6,0.441,0,0.3,0,4.7,10.2,0.455,5.3,5.6,0.944,0.3,4,4.3,3.7,2.8,0,0.9,3.7,14.6
Career,NA,,NBA,,25,NA,432,5.5,12.2,0.452,0.1,0.5,0.25,5.4,11.8,0.458,3.7,4.1,0.898,0.2,2.1,2.3,4.4,1.8,0.1,1.8,2.8,14.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,ATL,NBA,,16,NA,316,5.8,12.8,0.455,0.2,0.7,0.333,5.7,12.4,0.459,3.1,3.5,0.871,0.2,1.4,1.6,4.7,1.5,0.1,2.2,2.5,14.8
1 season,NA,MIL,NBA,,9,NA,116,4.7,10.6,0.441,0,0.3,0,4.7,10.2,0.455,5.3,5.6,0.944,0.3,4,4.3,3.7,2.8,0,0.9,3.7,14.6
