Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1951-52,23,BLB,NBA,C,28,NA,18.8,1.9,5.9,0.321,1.5,2.4,0.603,5.3,0.9,2.9,5.3
Career,NA,,NBA,,28,NA,18.8,1.9,5.9,0.321,1.5,2.4,0.603,5.3,0.9,2.9,5.3
