Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1970-71,22,DNR,ABA,SG,39,261,10.1,0.447,0.25,0.311,NA,NA,7.9,14.9,NA,16.7,24.1,NA,-0.2,0.3,0.1,0.012
1971-72,23,DNR,ABA,SG,9,36,-2,0.268,0.087,0.304,7.3,2.6,5,21.6,NA,10.3,30.3,NA,-0.3,0,-0.3,-0.336
Career,NA,,ABA,,48,297,8.6,0.42,0.226,0.31,7.3,2.6,7.5,15.8,NA,15.8,24.9,NA,-0.5,0.3,-0.2,-0.03
