Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1970-71,22,DNR,ABA,SG,39,NA,261,52,132,0.394,8,33,0.242,44,99,0.444,0.424,22,41,0.537,22,26,48,29,NA,30,43,134
1971-72,23,DNR,ABA,SG,9,NA,36,5,23,0.217,0,2,0,5,21,0.238,0.217,4,7,0.571,3,1,4,6,NA,3,9,14
Career,NA,,ABA,,48,NA,297,57,155,0.368,8,35,0.229,49,120,0.408,0.394,26,48,0.542,25,27,52,35,NA,33,52,148
