,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2017-18,20,PHO,NBA,SF,77,1959,.417,10.7,.767,.349,.193,.111,.115,.233,.464,.578,.406,.320,.355,.263,.361,.082,65,.912,.235,.294,3,0
2018-19,21,PHO,NBA,SG,79,1988,.413,11.7,.732,.319,.208,.096,.109,.268,.445,.534,.337,.420,.413,.324,.478,.077,50,.890,.289,.277,2,0
2019-20,22,MEM,NBA,SG,18,357,.439,14.5,.535,.258,.194,.045,.039,.465,.542,.775,.333,.143,.500,.319,.511,.058,8,.957,.319,.348,1,0
Career,,,NBA,,174,4304,.417,11.4,.733,.328,.200,.099,.106,.267,.460,.572,.369,.356,.385,.298,.421,.078,123,.908,.270,.295,6,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,PHO,NBA,,156,3947,.415,11.2,.751,.334,.200,.104,.112,.249,.455,.558,.372,.364,.382,.294,.414,.080,115,.900,.262,.284,5,0
1 season,,MEM,NBA,,18,357,.439,14.5,.535,.258,.194,.045,.039,.465,.542,.775,.333,.143,.500,.319,.511,.058,8,.957,.319,.348,1,0
