,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2016-17,19,KANSAS,35,1077,220,429,34,90,98,173,81,258,104,59,37,97,104,572,.513,.378,.566,30.8,16.3,7.4,3.0
Career,,,35,1077,220,429,34,90,98,173,81,258,104,59,37,97,104,572,.513,.378,.566,30.8,16.3,7.4,3.0
