Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,26,PHW,BAA,NA,2,NA,NA,0.305,0.308,NA,NA,NA,NA,NA,-0.2,0.1,-0.1,NA
Career,NA,,BAA,NA,2,NA,NA,0.305,0.308,NA,NA,NA,NA,NA,-0.2,0.1,-0.1,NA
