,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2013-14,23,TOT,NBA,SF,13,165,,10%,91%,,,-12.9,-7.4,2,2,4,1,4,0,18,1,0
2013-14,23,ATL,NBA,SF,4,54,,5%,95%,,,-11.3,-11.2,2,1,2,0,2,0,4,0,0
2013-14,23,PHI,NBA,SF,9,111,,12%,88%,,,-13.5,-2.9,0,1,2,1,2,0,14,1,0
2018-19,28,TOT,NBA,SF,15,102,,14%,67%,20%,,-10.3,-12.1,1,0,2,0,2,1,17,1,1
2018-19,28,MIN,NBA,SF,13,64,,22%,75%,3%,,-11.8,-10.5,1,0,1,0,2,1,11,1,0
2018-19,28,HOU,NBA,SF,2,38,,,52%,48%,,-7.9,-13.0,0,0,1,0,0,0,6,0,1
Career,,,NBA,,28,267,,11%,81%,8%,,-11.9,-9.2,3,2,6,1,6,1,35,2,1
,,,,,,,,,,,,,,,,,,,,,,
1 season,,MIN,NBA,,13,64,,22%,75%,3%,,-11.8,-10.5,1,0,1,0,2,1,11,1,0
1 season,,PHI,NBA,,9,111,,12%,88%,,,-13.5,-2.9,0,1,2,1,2,0,14,1,0
1 season,,ATL,NBA,,4,54,,5%,95%,,,-11.3,-11.2,2,1,2,0,2,0,4,0,0
1 season,,HOU,NBA,,2,38,,,52%,48%,,-7.9,-13.0,0,0,1,0,0,0,6,0,1
