Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Carl Thomas,,0.7,0,0,NA
Tom Ingelsby,76.5,0.7,0.1,0,NA
Othyus Jeffers,74.2,0.7,0.1,0.1,NA
Clay Johnson,70.1,0.6,0.1,0,NA
Paul McCracken,69.9,0.5,0,0,NA
Tyler Ulis,64.4,0.7,0,-0.2,NA
Phil Pressey,61.0,0.8,0.1,-0.1,NA
Archie Goodwin,50.5,0.7,0.2,0.2,0.1
Sam Jacobson,48.3,0.9,0.2,0,NA
Sergey Karasev,48.1,0.7,0.3,-0.1,NA
Greg Sutton,46.9,0.8,0.2,-0.1,NA
