Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1992-93,30,IND,NBA,PF,1,0,13:00,1,3,0.333,0,1,0,1,2,0.5,0,3,0,0,0,1,4,3
1994-95,32,SEA,NBA,SF,1,0,18:00,4,11,0.364,1,4,0.25,0,0,NA,0,4,5,0,0,0,2,9
1996-97,34,SEA,NBA,SF,1,0,20:00,5,8,0.625,1,3,0.333,0,1,0,1,4,2,0,1,1,3,11
Career,NA,,NBA,,3,0,51,10,22,0.455,2,8,0.25,1,3,0.333,1,11,7,0,1,2,9,23
