Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007-08,23,ORL,NBA,C,8,0,48,3.7,4.5,0.833,0,0,NA,3.7,4.5,0.833,0,0,NA,1.5,4.5,6,0,0,3,2.3,3.7,7.5
2008-09,24,ORL,NBA,PF,24,1,271,4.5,6.9,0.654,0,0,NA,4.5,6.9,0.654,1.3,2.1,0.625,2.4,7.7,10.1,0.4,1.2,2,1.5,5.2,10.4
2009-10,25,ORL,NBA,C,14,0,212,2.9,4.4,0.654,0,0,NA,2.9,4.4,0.654,1.4,1.9,0.727,4.1,6.5,10.5,1.5,0.5,0.7,0.5,4.9,7.1
2013-14,29,WAS,NBA,C,11,11,382,5.5,11.1,0.492,0,0,NA,5.5,11.1,0.492,2.5,3.9,0.659,3.4,6.9,10.3,1.5,0.5,1.3,1.9,2.1,13.5
2014-15,30,WAS,NBA,C,10,10,307,6.3,10.1,0.628,0,0,NA,6.3,10.1,0.628,1.9,2.8,0.667,3.2,7.2,10.3,2.6,0.7,1.3,1.9,3.4,14.5
2016-17,32,WAS,NBA,C,13,13,409,4.1,8.2,0.505,0,0,NA,4.1,8.2,0.505,1,1.6,0.611,4.6,8,12.6,2.1,0.4,1.8,1.5,3.5,9.2
2017-18,33,WAS,NBA,C,6,6,160,5.4,9.7,0.558,0,0,NA,5.4,9.7,0.558,0.9,1.6,0.571,2.9,5.6,8.6,1.4,0,0.5,1.4,3.4,11.7
Career,NA,,NBA,,86,41,1789,4.8,8.5,0.564,0,0,NA,4.8,8.5,0.564,1.5,2.4,0.65,3.5,7.1,10.5,1.6,0.6,1.4,1.5,3.6,11.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,ORL,NBA,,46,1,531,3.8,5.7,0.667,0,0,NA,3.8,5.7,0.667,1.2,1.8,0.667,3,6.9,9.9,0.8,0.8,1.6,1.2,4.9,8.8
4 seasons,NA,WAS,NBA,,40,40,1258,5.2,9.7,0.538,0,0,NA,5.2,9.7,0.538,1.7,2.6,0.644,3.7,7.2,10.8,1.9,0.5,1.3,1.7,3,12.1
