,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2007-08,23,ORL,NBA,C,6,41,,,,,100%,0.0,-5.9,0,0,3,0,2,2,4,1,1
2008-09,24,ORL,NBA,PF,63,794,,,,9%,91%,-2.2,-12.4,3,6,69,6,27,14,36,11,16
2009-10,25,ORL,NBA,C,81,1088,,,,6%,94%,+3.2,-7.1,8,16,83,13,35,13,41,9,15
2010-11,26,TOT,NBA,C,80,2032,,,,3%,97%,+0.6,-2.7,22,17,92,22,87,9,172,15,57
2010-11,26,ORL,NBA,C,25,396,,,,10%,90%,+2.7,-3.8,2,3,23,7,9,2,39,2,8
2010-11,26,PHO,NBA,C,55,1636,,,,1%,99%,+0.1,+1.5,20,14,69,15,78,7,133,13,49
2011-12,27,PHO,NBA,C,66,2114,,,,,100%,+1.6,+6.1,18,40,65,19,105,16,139,20,57
2012-13,28,PHO,NBA,C,61,1876,,,,,100%,-5.3,+3.2,26,20,52,25,62,1,166,15,45
2013-14,29,WAS,NBA,C,81,2655,,,,,100%,+5.0,+11.3,41,39,102,28,107,19,317,28,51
2014-15,30,WAS,NBA,C,82,2453,,,,,100%,+5.1,+10.9,30,29,97,24,76,13,230,16,50
2015-16,31,WAS,NBA,C,75,2256,,,,,100%,+0.8,+2.9,31,43,84,30,94,15,245,20,50
2016-17,32,WAS,NBA,C,82,2556,,,,10%,90%,+2.9,+3.3,44,29,90,34,75,13,301,15,51
2017-18,33,WAS,NBA,C,82,2075,,,,1%,99%,+2.2,+3.0,35,12,78,30,74,6,361,16,53
2018-19,34,LAC,NBA,C,47,751,,,,,100%,-6.4,-9.1,21,7,42,18,20,8,148,4,16
Career,,,NBA,,806,20691,,,,2%,98%,+1.5,+3.2,279,258,857,249,764,129,2160,170,462
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,WAS,NBA,,402,11995,,,,2%,98%,+3.3,+6.5,181,152,451,146,426,66,1454,95,255
3 seasons,,PHO,NBA,,182,5626,,,,,100%,-1.1,+3.8,64,74,186,59,245,24,438,48,151
4 seasons,,ORL,NBA,,175,2319,,,,7%,93%,+1.2,-8.3,13,25,178,26,73,31,120,23,40
1 season,,LAC,NBA,,47,751,,,,,100%,-6.4,-9.1,21,7,42,18,20,8,148,4,16
