,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1956-57,23,ROC,NBA,,8,,7,11,,,6,20
1958-59,25,TOT,NBA,,9,,8,12,,,6,22
1958-59,25,CIN,NBA,,9,,8,12,,,5,22
1958-59,25,STL,NBA,,5,,7,9,,,6,14
1959-60,26,STL,NBA,,7,,6,9,,,,18
1960-61,27,STL,NBA,,9,,10,,,,,23
1961-62,28,TOT,NBA,,11,,9,13,,,,26
1961-62,28,STL,NBA,,7,,7,8,,,6,18
1961-62,28,CHP,NBA,,11,,9,13,,,,26
1962-63,29,CHZ,NBA,,10,,9,,,,6,21
1963-64,30,BAL,NBA,,12,,9,15,,,,29
1964-65,31,BAL,NBA,,8,,6,9,,,,18
1965-66,32,BOS,NBA,,3,,4,6,,,,6
Career,,,,,12,,10,,,,,29
4 Seasons,,"BAL,CHP,CHZ",NBA,,12,,9,,,,,29
4 Seasons,,STL,NBA,,9,,10,,,,,23
2 Seasons,,"CIN,ROC",NBA,,9,,8,12,,,6,22
1 Season,,BOS,NBA,,3,,4,6,,,,6
