,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1958-59,25,TOT,NBA,,4,6,3,7,,,6,10
1958-59,25,STL,NBA,,4,6,3,7,,,6,10
1959-60,26,STL,NBA,,9,18,6,11,,,6,24
1960-61,27,STL,NBA,,10,24,6,9,13,,6,26
1964-65,31,BAL,NBA,,2,4,3,3,2,4,3,5
Career,,,,,10,24,6,11,,,6,26
3 Seasons,,STL,NBA,,10,24,6,11,,,6,26
1 Season,,BAL,NBA,,2,4,3,3,2,4,3,5
