Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1956-57,23,ROC,NBA,SG,13,NA,423,4.3,12.2,0.35,4.2,5.9,0.71,5.7,4,3.1,12.7
1958-59,25,TOT,NBA,PG,46,NA,1109,4.7,13.5,0.352,3.4,5.2,0.65,8.2,3.7,4.1,12.9
1958-59,25,CIN,NBA,,20,NA,666,5.4,14.5,0.373,2.7,3.9,0.685,7.6,4.6,3.5,13.5
1958-59,25,STL,NBA,PG,26,NA,443,3.7,11.9,0.313,4.4,7.1,0.621,9.1,2.3,5,11.9
1959-60,26,STL,NBA,PG,70,NA,1354,4.2,11.4,0.372,3,4.7,0.634,6.8,3.5,4,11.4
1960-61,27,STL,NBA,SG,76,NA,1968,4.8,13.1,0.366,3.2,4.5,0.704,7,4.7,4.3,12.8
1961-62,28,TOT,NBA,SG,71,NA,2388,5.1,13.6,0.377,3.3,4.7,0.701,6,4.8,3.4,13.6
1961-62,28,STL,NBA,,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961-62,28,CHP,NBA,SG,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962-63,29,CHZ,NBA,PG,73,NA,2648,4.4,10.6,0.411,2.8,4.2,0.683,4.6,5.7,3.7,11.6
1963-64,30,BAL,NBA,PG,75,NA,2064,5,12.1,0.415,3.5,5.1,0.683,4.9,3.7,3.9,13.5
1964-65,31,BAL,NBA,PG,70,NA,1086,5,12.2,0.413,3.3,5.3,0.627,5.6,4.6,4.4,13.4
1965-66,32,BOS,NBA,,10,NA,92,4.7,12.1,0.387,3.1,6.3,0.5,4.3,3.5,6.3,12.5
Career,NA,,NBA,,504,NA,13132,4.7,12.3,0.387,3.2,4.8,0.676,5.9,4.5,3.9,12.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"CHP,CHZ,BAL",NBA,,275,NA,5798,4.7,11.4,0.413,3.2,4.7,0.671,4.9,4.8,3.9,12.6
4 seasons,NA,STL,NBA,,186,NA,3765,4.5,12.4,0.362,3.2,4.9,0.666,7.2,4,4.3,12.2
2 seasons,NA,"ROC,CIN",NBA,,33,NA,1089,5,13.6,0.365,3.3,4.7,0.697,6.8,4.4,3.3,13.2
1 season,NA,BOS,NBA,,10,NA,92,4.7,12.1,0.387,3.1,6.3,0.5,4.3,3.5,6.3,12.5
