,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1975-76,23,BOS,NBA,,1,3,2,2,0,0,0,1,,,,2
Career,,,,,1,3,2,2,0,0,0,1,,,,2
