Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,24,CHS,BAA,SF,2,NA,NA,3.5,13,0.269,2,3.5,0.571,NA,1,4.5,9
1949-50,25,CHS,NBA,SF,2,NA,NA,4.5,11,0.409,2.5,5,0.5,NA,0.5,5.5,11.5
1951-52,27,ROC,NBA,SF,6,NA,20.5,1.7,5.5,0.303,1.5,2.7,0.563,3.5,1.5,3,4.8
1952-53,28,ROC,NBA,SF,3,NA,20.7,2.7,6.3,0.421,1.3,1.7,0.8,4,0,4,6.7
1953-54,29,ROC,NBA,SF,6,NA,20.2,1.3,4.7,0.286,2,2.3,0.857,2.2,1.3,2.8,4.7
1954-55,30,ROC,NBA,SF,3,NA,30,4,15,0.267,3.7,5.3,0.688,4.7,3.3,4.7,11.7
1955-56,31,FTW,NBA,SF,10,NA,17.7,2,6.2,0.323,1.3,2.3,0.565,2.9,1.4,3.3,5.3
Career,NA,,TOT,,32,NA,20.5,2.3,7.3,0.315,1.8,2.8,0.637,3.2,1.4,3.6,6.4
,NA,,NBA,,30,NA,20.5,2.2,7,0.321,1.8,2.8,0.643,3.2,1.4,3.5,6.3
,NA,,BAA,,2,NA,NA,3.5,13,0.269,2,3.5,0.571,NA,1,4.5,9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,ROC,NBA,,18,NA,22,2.1,6.9,0.304,2,2.8,0.706,3.3,1.5,3.4,6.2
1 season,NA,FTW,NBA,,10,NA,17.7,2,6.2,0.323,1.3,2.3,0.565,2.9,1.4,3.3,5.3
2 seasons,NA,CHS,BAA,,4,NA,NA,4,12,0.333,2.3,4.3,0.529,NA,0.8,5,10.3
