Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,24,CHS,BAA,SF,2,NA,NA,0.309,0.269,NA,NA,NA,NA,NA,-0.1,0.1,0,NA
1949-50,25,CHS,NBA,SF,2,NA,NA,0.436,0.455,NA,NA,NA,NA,NA,0.1,0,0.1,NA
1951-52,27,ROC,NBA,SF,6,123,7,0.362,0.485,NA,NA,NA,15.3,NA,-0.2,0.2,-0.1,-0.02
1952-53,28,ROC,NBA,SF,3,62,11.3,0.472,0.263,NA,NA,NA,0,NA,0.1,0.1,0.2,0.127
1953-54,29,ROC,NBA,SF,6,121,7.4,0.41,0.5,NA,NA,NA,13.3,NA,-0.1,0,0,-0.008
1954-55,30,ROC,NBA,SF,3,90,7.2,0.336,0.356,NA,NA,NA,20.1,NA,-0.3,0.2,-0.1,-0.068
1955-56,31,FTW,NBA,SF,10,177,6.1,0.367,0.371,NA,NA,NA,14,NA,-0.3,0.2,0,-0.004
Career,NA,,TOT,,32,573,7.3,0.374,0.387,NA,NA,NA,13.6,NA,-0.8,0.8,0,-0.004
,NA,,NBA,,30,573,7.3,0.382,0.402,NA,NA,NA,13.6,NA,-0.7,0.7,0,-0.004
,NA,,BAA,,2,NA,NA,0.309,0.269,NA,NA,NA,NA,NA,-0.1,0.1,0,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,ROC,NBA,,18,396,7.8,0.38,0.408,NA,NA,NA,13.4,NA,-0.5,0.5,0,-0.004
1 season,NA,FTW,NBA,,10,177,6.1,0.367,0.371,NA,NA,NA,14,NA,-0.3,0.2,0,-0.004
2 seasons,NA,CHS,BAA,,4,NA,NA,0.37,0.354,NA,NA,NA,NA,NA,-0.1,0.1,0,NA
