Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,24,CHS,BAA,SF,57,NA,NA,0.37,0.312,NA,NA,NA,NA,NA,0.4,2.8,3.3,NA
1949-50,25,CHS,NBA,SF,68,NA,NA,0.406,0.297,NA,NA,NA,NA,NA,1.9,3.7,5.6,NA
1951-52,27,ROC,NBA,SF,66,1673,13.9,0.444,0.267,NA,NA,NA,NA,NA,1.9,1.2,3.1,0.09
1952-53,28,ROC,NBA,SF,62,1414,17.2,0.495,0.492,NA,NA,NA,NA,NA,3.7,1.6,5.2,0.177
1953-54,29,ROC,NBA,SF,72,1633,14.2,0.452,0.471,NA,NA,NA,NA,NA,2.1,2.6,4.7,0.137
1954-55,30,ROC,NBA,SF,71,1888,12.4,0.477,0.463,NA,NA,NA,NA,NA,2.8,1,3.8,0.096
1955-56,31,FTW,NBA,SF,72,1378,11.3,0.441,0.429,NA,NA,NA,NA,NA,0.7,1.3,2,0.07
1956-57,32,TOT,NBA,SF,11,118,NA,0.451,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956-57,32,FTW,NBA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956-57,32,STL,NBA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,TOT,,479,8104,13.7,0.438,0.382,NA,NA,NA,NA,NA,13.4,14.2,27.6,0.111
,NA,,NBA,,422,8104,13.7,0.45,0.395,NA,NA,NA,NA,NA,13,11.3,24.4,0.111
,NA,,BAA,,57,NA,NA,0.37,0.312,NA,NA,NA,NA,NA,0.4,2.8,3.3,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,ROC,NBA,,271,6608,14.2,0.467,0.42,NA,NA,NA,NA,NA,10.4,6.4,16.8,0.122
2 seasons,NA,CHS,BAA,,125,NA,NA,0.39,0.304,NA,NA,NA,NA,NA,2.3,6.5,8.8,NA
2 seasons,NA,FTW,NBA,,72,1378,11.3,0.441,0.429,NA,NA,NA,NA,NA,0.7,1.3,2,0.07
1 season,NA,STL,NBA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
