,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,23,TOT,NBA,SF,14,44,.261,20.8,.435,.087,.000,.000,.348,.565,.300,.500,,,.250,.231,1.000,.043,1,1.000,.385,.400,0,0
2007-08,23,CLE,NBA,SF,3,14,.125,19.0,.625,.125,.000,.000,.500,.375,.200,.000,,,.250,.000,1.000,.000,0,,.667,.000,0,0
2007-08,23,CHI,NBA,SF,11,30,.333,21.8,.333,.067,.000,.000,.267,.667,.400,1.000,,,.250,.300,1.000,.067,1,1.000,.300,.667,0,0
2008-09,24,TOT,NBA,SF,4,14,.333,15.7,.778,.222,.111,.000,.444,.222,.429,.500,1.000,,.250,.000,.000,.000,0,,.000,,0,0
2008-09,24,CHI,NBA,SF,2,5,.250,17.3,.750,.250,.000,.000,.500,.250,.333,.000,,,.500,.000,.000,.000,0,,.000,,0,0
2008-09,24,NYK,NBA,SF,2,9,.400,14.6,.800,.200,.200,.000,.400,.200,.500,1.000,1.000,,.000,.000,.000,.000,0,,.000,,0,0
Career,,,NBA,,18,58,.281,19.3,.531,.125,.031,.000,.375,.469,.353,.500,1.000,,.250,.200,.500,.031,1,1.000,.333,.400,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CHI,NBA,,13,35,.316,20.8,.421,.105,.000,.000,.316,.579,.375,.500,,,.333,.273,.667,.053,1,1.000,.273,.667,0,0
1 season,,CLE,NBA,,3,14,.125,19.0,.625,.125,.000,.000,.500,.375,.200,.000,,,.250,.000,1.000,.000,0,,.667,.000,0,0
1 season,,NYK,NBA,,2,9,.400,14.6,.800,.200,.200,.000,.400,.200,.500,1.000,1.000,,.000,.000,.000,.000,0,,.000,,0,0
