Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,28,ROC,BAA,PG,60,NA,NA,0.359,0.227,NA,NA,NA,NA,NA,0,0.8,0.8,NA
1949-50,29,ROC,NBA,PG,68,NA,NA,0.388,0.336,NA,NA,NA,NA,NA,0.9,1.7,2.5,NA
1950-51,30,ROC,NBA,PG,68,NA,NA,0.388,0.319,NA,NA,NA,NA,NA,-0.2,1,0.8,NA
1951-52,31,ROC,NBA,PG,65,1065,6.6,0.329,0.228,NA,NA,NA,NA,NA,-2.1,0.6,-1.5,-0.068
1952-53,32,ROC,NBA,PG,46,392,4.1,0.311,0.255,NA,NA,NA,NA,NA,-1.2,0.4,-0.8,-0.102
1953-54,33,MLH,NBA,PG,51,649,10.2,0.383,0.326,NA,NA,NA,NA,NA,-0.5,0.5,0.1,0.004
Career,NA,,TOT,,358,2106,7.3,0.367,0.283,NA,NA,NA,NA,NA,-3.2,5,1.8,-0.052
,NA,,NBA,,298,2106,7.3,0.37,0.303,NA,NA,NA,NA,NA,-3.1,4.2,1,-0.052
,NA,,BAA,,60,NA,NA,0.359,0.227,NA,NA,NA,NA,NA,0,0.8,0.8,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,ROC,BAA,,307,1457,5.9,0.366,0.279,NA,NA,NA,NA,NA,-2.7,4.5,1.8,-0.077
1 season,NA,MLH,NBA,,51,649,10.2,0.383,0.326,NA,NA,NA,NA,NA,-0.5,0.5,0.1,0.004
