Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,28,ROC,BAA,PG,60,NA,NA,3.8,11.5,0.326,1.6,2.6,0.611,NA,2.5,1.6,9.1
1949-50,29,ROC,NBA,PG,68,NA,NA,3,9.2,0.33,2.1,3.1,0.686,NA,2.9,1,8.2
1950-51,30,ROC,NBA,PG,68,NA,NA,2.7,8.3,0.326,1.9,2.6,0.726,2.2,2.2,1.4,7.3
1951-52,31,ROC,NBA,PG,65,NA,16.4,1.6,5.7,0.28,0.9,1.3,0.718,1.6,1.8,1.5,4.1
1952-53,32,ROC,NBA,PG,46,NA,8.5,0.8,3.2,0.255,0.6,0.8,0.711,0.9,0.8,1.2,2.2
1953-54,33,MLH,NBA,PG,51,NA,12.7,1.5,4.4,0.33,0.9,1.4,0.658,0.9,1.5,1.4,3.8
Career,NA,,TOT,,358,NA,13,2.3,7.3,0.317,1.4,2.1,0.682,1.5,2,1.3,6.1
,NA,,NBA,,298,NA,13,2,6.5,0.313,1.4,2,0.701,1.5,1.9,1.3,5.4
,NA,,BAA,,60,NA,NA,3.8,11.5,0.326,1.6,2.6,0.611,NA,2.5,1.6,9.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,ROC,BAA,,307,NA,13.1,2.5,7.8,0.315,1.5,2.2,0.685,1.7,2.1,1.3,6.4
1 season,NA,MLH,NBA,,51,NA,12.7,1.5,4.4,0.33,0.9,1.4,0.658,0.9,1.5,1.4,3.8
