,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1948-49,28,ROC,BAA,,7,,4,4,,,2,15
1949-50,29,ROC,NBA,,4,,2,,,,2,10
1950-51,30,ROC,NBA,,10,,5,6,,,5,23
1951-52,31,ROC,NBA,,3,,1,4,,,2,6
1952-53,32,ROC,NBA,,1,,1,1,,,3,3
Career,,,TOT,,10,,5,,,,5,23
,,,NBA,,10,,5,,,,5,23
,,,BAA,,7,,4,4,,,2,15
,,,,,,,,,,,,
