Season,Team,Lg,Salary
1992-93,Milwaukee Bucks,NBA,"$500,000"
1993-94,Milwaukee Bucks,NBA,"$650,000"
1994-95,Milwaukee Bucks,NBA,"$800,000"
1995-96,Golden State Warriors,NBA,"$275,000"
1996-97,Atlanta Hawks,NBA,"$247,500"
1997-98,Los Angeles Lakers,NBA,"$272,500"
1998-99,Sacramento Kings,NBA,"$600,000"
1999-00,Sacramento Kings,NBA,"$800,000"
2000-01,Sacramento Kings,NBA,"$2,730,000"
2001-02,Detroit Pistons,NBA,"$3,175,000"
2002-03,Detroit Pistons,NBA,"$3,175,000"
2003-04,Denver Nuggets,NBA,"$3,000,000"
2004-05,Atlanta Hawks,NBA,"$1,800,000"
2005-06,Houston Rockets,NBA,"$1,800,000"
Career,(may be incomplete),,"$19,825,000"
